OTU	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	baseSum	proportionMean	proportionSum	Kingdom	Phylum	Class	Order	Family	Genus
Otu2303	1.37702776076689	1.84254304875478	1.17558518384595	1.56734116257477	0.117034968787314	NA	57548.3702877186	0.00239281799620443	100	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	NA	NA
Otu1500	2.12801353528894	1.83759581985888	0.866838206749347	2.11988327873766	0.034015889875674	0.174137744265924	57548.3702877186	0.00369778244744331	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata
Otu453	28.411745932126	1.83597377322939	0.723184473330863	2.53873505438136	0.0111254040038713	0.0829577942390867	57548.3702877186	0.0493702007373602	100	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured
Otu5940	1.63751270395929	1.83230363495199	1.25532601893177	1.4596237211041	0.144393516228005	0.393952252367735	57548.3702877186	0.00284545452073167	100	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia
Otu1995	0.813269333603495	1.82786096944694	1.38443612563055	1.32029274273266	0.186737297658555	NA	57548.3702877186	0.00141319264044746	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu1979	2.59097180767216	1.81237389932106	0.973500280165158	1.86170865714962	0.0626441676547895	0.249018134865234	57548.3702877186	0.00450225053241012	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
Otu2157	1.39197098311132	1.80937078427122	1.08916967016334	1.66123867918565	0.0966655201313085	NA	57548.3702877186	0.00241878436548599	100	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
Otu4525	1.62247375479227	1.79512450347551	1.2736267524999	1.40945885437159	0.158699531736901	0.417740069289288	57548.3702877186	0.00281932180994972	100	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	NA
Otu1128	16.4415499855056	1.79235183753878	0.764574446090153	2.3442476356677	0.0190655080856094	0.118406839689574	57548.3702877186	0.0285699662793308	100	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter
Otu898	79.0768864618087	1.7922160394798	0.600985499477984	2.98212858885368	0.00286251740191751	0.0348223766418831	57548.3702877186	0.13740942804541	100	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA
Otu5799	1.48716467314656	1.78337405408144	1.07015080087961	1.66646985884195	0.0956198667264685	NA	57548.3702877186	0.0025841994581451	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
Otu5121	0.87706114639291	1.77265672827788	1.38998113191173	1.27530992153816	0.202199567399319	NA	57548.3702877186	0.00152404167486926	100	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured
Otu3747	5.49612022563728	1.7720110159951	0.669574377133818	2.64647375483569	0.00813358164093423	0.0678277479597342	57548.3702877186	0.0095504359170536	100	Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales	NA	NA
Otu1112	4.22750266138791	1.7715748365676	0.963870539625308	1.83798006447658	0.0660653429547459	0.260251408948116	57548.3702877186	0.00734599892273596	100	Bacteria	NA	NA	NA	NA	NA
Otu754	11.4115319644399	1.76937104752505	0.500691528913278	3.53385456982939	0.000409546357416521	0.0096652940350299	57548.3702877186	0.019829461559705	100	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	uncultured
Otu4378	0.534312918559105	1.76541236230984	1.375884018332	1.2831113224573	0.19945307755526	NA	57548.3702877186	0.000928458818013013	100	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured soil bacterium
Otu484	18.0158425271561	1.76532082744053	0.760351506989489	2.3217167470741	0.0202481925888941	0.124442016952578	57548.3702877186	0.0313055651047704	100	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA
Otu3615	1.15638564841818	1.76453430414559	1.42482695679947	1.23842007320607	0.215560341437442	NA	57548.3702877186	0.00200941511051784	100	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	NA	NA
Otu2054	0.946103558862432	1.7631024603832	1.27123730786725	1.38691843723588	0.165466635103863	NA	57548.3702877186	0.00164401451184855	100	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
Otu809	6.83018288138235	1.76022861816918	0.606233033224927	2.90355114567981	0.00368956701314046	0.041862394956786	57548.3702877186	0.011868594796402	100	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	NA	NA
Otu1988	1.44646259481302	1.74137488921232	1.12280636256533	1.55091291541465	0.120922554854893	NA	57548.3702877186	0.00251347273186241	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
Otu4273	0.47984851880883	1.74047664467136	1.47052326084454	1.18357641189013	0.236580782317405	NA	57548.3702877186	0.000833817736991997	100	Bacteria	NA	NA	NA	NA	NA
Otu973	2.92467370460509	1.73966349816525	1.16793680251651	1.48951852053713	0.136350880048648	0.383081043946202	57548.3702877186	0.00508211386349066	100	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
Otu131	62.9308799808065	1.73851246695804	0.399349918470951	4.35335625862787	1.34069012727595e-05	0.000818697124936073	57548.3702877186	0.109353018454176	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured bacterium
Otu3628	1.41431544723676	1.73776603061211	1.23701631508692	1.40480445521853	0.160079433915788	NA	57548.3702877186	0.00245761164072198	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ambiguous_taxa
Otu3100	4.65637892947742	1.73123594668368	1.11019414233419	1.55939928042112	0.118901906519282	0.359669116493554	57548.3702877186	0.00809124377666545	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu5554	1.1213090544186	1.71285158495195	1.28330235864471	1.33472176172176	0.181967428407438	NA	57548.3702877186	0.00194846361211013	100	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Otu6591	18.8893236842026	1.71123419212394	0.689364784612991	2.48233479620609	0.0130524575849274	0.0916779758941331	57548.3702877186	0.0328233859443171	100	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter
Otu4489	1.75000103778935	1.70872934185751	1.39201584019352	1.22752147821821	0.21962665420861	0.495524764753653	57548.3702877186	0.00304092197405427	100	Bacteria	NA	NA	NA	NA	NA
Otu3807	1.62508054097173	1.70344238151214	1.21910815016966	1.39728569715089	0.162327675149176	0.422777184961365	57548.3702877186	0.00282385154062049	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
Otu2064	2.94303510472706	1.70059593576101	0.82759079219746	2.05487537052643	0.0398910439282412	0.190919652870173	57548.3702877186	0.00511401989320127	100	Bacteria	WPS-2	uncultured forest soil bacterium	uncultured forest soil bacterium	uncultured forest soil bacterium	uncultured forest soil bacterium
Otu892	8.84542085913788	1.69560351600611	0.764973209630479	2.21655280820249	0.0266536654537501	0.15012565744833	57548.3702877186	0.0153704106908924	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	NA	NA
Otu796	3.74182555884859	1.69449509251849	1.23222624094333	1.37514933233468	0.169085152768603	0.428938662886585	57548.3702877186	0.00650205303841094	100	Bacteria	WPS-2	NA	NA	NA	NA
Otu5130	1.02453798158577	1.68436481243482	1.22814386440833	1.37147191078163	0.170227893990468	NA	57548.3702877186	0.00178030755078465	100	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
Otu1584	2.82919244632773	1.67050080356461	1.04460908537449	1.59916357894374	0.10978426063665	0.343166695499994	57548.3702877186	0.00491619907250703	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
Otu2255	1.50314989292275	1.667946047352	1.09518868704283	1.52297596485926	0.127764718760867	NA	57548.3702877186	0.002611976473717	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
Otu529	6.25660499792946	1.66735411627626	0.636237885355131	2.62064575947971	0.00877634034950527	0.0716683848610119	57548.3702877186	0.0108719064791044	100	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	NA
Otu350	9.92437720707528	1.66672164467874	0.759487134981867	2.19453571747274	0.0281969191126001	0.155478339032094	57548.3702877186	0.0172452793319036	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
Otu3786	0.7331555584226	1.66556952653936	1.42810334828831	1.16628080771302	0.243500930240556	NA	57548.3702877186	0.00127398144336168	100	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Otu1099	4.76993264445693	1.64484957161115	1.20417844651485	1.36595167964657	0.171954130306646	0.433096849011404	57548.3702877186	0.00828856250943196	100	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
Otu5240	2.3298071594274	1.64331187729432	1.02739803164275	1.59948902633846	0.109711984994122	0.343166695499994	57548.3702877186	0.00404843290570924	100	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Otu766	4.67122399711374	1.64055503693626	0.798422288459732	2.05474604184851	0.0399035403480161	0.190919652870173	57548.3702877186	0.00811703958558601	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter
Otu2337	1.34288341593951	1.63977181317139	1.15306798577399	1.42209464958017	0.154998775824456	NA	57548.3702877186	0.00233348643797494	100	Archaea	Diapherotrites	Micrarchaeia	NA	NA	NA
Otu3483	0.691134977071858	1.63580054242335	1.46630291421809	1.11559523380996	0.264595433199618	NA	57548.3702877186	0.00120096359569604	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
Otu1214	2.81130042464555	1.63434651230407	0.759213410497058	2.15268393538263	0.0313435268804849	0.166600728463839	57548.3702877186	0.00488510866700513	100	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter
Otu7633	2.32475830733136	1.62359866236536	0.969593659061541	1.67451452182228	0.094029522822978	0.314319651362929	57548.3702877186	0.00403965967360762	100	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter
Otu6370	4.29252481805565	1.61226243449213	0.904108934963805	1.78326125552191	0.0745437852122206	0.278800844850778	57548.3702877186	0.0074589858871672	100	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	uncultured bacterium	uncultured bacterium
Otu830	7.48844184126808	1.61199238021106	0.728785571897778	2.21188843793022	0.0269743743401704	0.15054159543508	57548.3702877186	0.0130124307670728	100	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA
Otu2623	3.18507034380024	1.61166179974765	1.00740071691221	1.599821970236	0.109638083444428	0.343166695499994	57548.3702877186	0.00553459694492855	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu2986	10.5385125844636	1.61090025296419	0.554026378118428	2.9076237460662	0.00364186223431495	0.0415207481786632	57548.3702877186	0.0183124431357053	100	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	NA	NA
Otu2355	1.81780653686057	1.60332183604226	1.33544444294056	1.20059044351695	0.229910109880453	0.504732892388715	57548.3702877186	0.00315874546537508	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
Otu3176	1.10763327017352	1.59701766395934	1.26995164238557	1.25754210684699	0.208557401838632	NA	57548.3702877186	0.00192469963030369	100	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	NA
Otu5192	0.942803049011369	1.59492289007031	1.31461434890635	1.21322492135975	0.22504383846275	NA	57548.3702877186	0.00163827931928869	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
Otu228	22.1300714400993	1.59476586174601	0.870730913337569	1.83152548889434	0.0670221468268642	0.26230889968723	57548.3702877186	0.0384547317838157	100	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	NA	NA
Otu3360	1.2720930613193	1.59463244526929	1.29914153923156	1.22745089515997	0.219653167273483	NA	57548.3702877186	0.00221047625668521	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
Otu2411	1.22647409575439	1.59107991995404	1.2964349438237	1.22727324462677	0.219719908186046	NA	57548.3702877186	0.00213120560951164	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
Otu8009	0.959566607169865	1.58966930539626	1.27316580016864	1.24859567008924	0.21181299683855	NA	57548.3702877186	0.00166740882908138	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	NA
Otu3136	1.09925849891892	1.5889198784345	1.18061607422218	1.34583961130744	0.178354247663334	NA	57548.3702877186	0.00191014705268467	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu1232	3.39601622870998	1.58601034753348	0.735695950038513	2.15579594729379	0.0310996020839537	0.166428709564922	57548.3702877186	0.00590115099998709	100	Bacteria	Proteobacteria	NA	NA	NA	NA
Otu727	5.27671269871239	1.58560271220435	0.569692513418532	2.78326057453289	0.00538155657248113	0.0524812955002293	57548.3702877186	0.00916917833177717	100	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA
Otu4086	1.72284948985569	1.57706628921877	0.903282012297586	1.74592903185058	0.0808232844101703	0.292102528649314	57548.3702877186	0.00299374157989555	100	Bacteria	Patescibacteria	Parcubacteria	Candidatus Jorgensenbacteria	Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9	Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9
Otu233	102.184012244008	1.57280120743885	0.49973874583008	3.1472468776188	0.00164815738585118	0.0237173867720048	57548.3702877186	0.177561956547387	100	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
Otu254	62.6512504681206	1.569492284839	0.617503390436931	2.54167395539069	0.011032303264082	0.0829179480994698	57548.3702877186	0.108867115011059	100	Bacteria	WPS-2	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
Otu2466	1.12804210399937	1.56591693924527	1.23898332015232	1.26387249430666	0.206275795733725	NA	57548.3702877186	0.00196016342141336	100	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
Otu1305	2.71194924634354	1.56356220542685	1.01765862360194	1.53643094959753	0.124432720936336	0.364796548335097	57548.3702877186	0.00471246923724318	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	NA
Otu533	52.9857493325131	1.56186655244979	0.542706349111025	2.87792201990671	0.00400304078080519	0.0437418694622571	57548.3702877186	0.0920716765176941	100	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter
Otu2224	2.16701966717839	1.55761137979005	1.08274584775499	1.43857525108008	0.150270902577663	0.404597812459929	57548.3702877186	0.00376556218072583	100	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Otu3269	0.842754331160191	1.5567017594322	1.20224708556349	1.29482681066561	0.195379980946933	NA	57548.3702877186	0.00146442779690678	100	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6	NA
Otu2595	1.06683401317183	1.55437564343369	1.40715319870502	1.10462431870542	0.269322409057466	NA	57548.3702877186	0.00185380403969407	100	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	NA	NA
Otu2930	1.35772567958715	1.55357556547338	1.46899637458085	1.05757617401654	0.290248709622002	NA	57548.3702877186	0.00235927737449223	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu940	3.35679095893878	1.55275854605485	0.978890146570481	1.58624392276794	0.112683987658208	0.348081427844727	57548.3702877186	0.00583299047767328	100	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
Otu998	80.8307712303985	1.55188140175138	0.555682427337441	2.79274874533506	0.0052262268368543	0.0518230896427569	57548.3702877186	0.140457098656795	100	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella
Otu2828	3.89759773408262	1.55013056077337	0.658298060972772	2.35475486359891	0.0185349284543085	0.116623207381146	57548.3702877186	0.00677273346681444	100	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured
Otu5148	1.01753888533174	1.54868787253566	1.40916953852351	1.09900748646492	0.271764800439094	NA	57548.3702877186	0.00176814544051284	100	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	NA
Otu2187	2.75149896665145	1.54127689584346	1.10462285515499	1.3952969456052	0.162926312765318	0.423464865777699	57548.3702877186	0.00478119354708928	100	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6	metagenome
Otu2712	0.960922202207376	1.53958520930919	1.19675716441938	1.28646416757082	0.19828111651292	NA	57548.3702877186	0.00166976440410589	100	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Candidatus Nostocoida
Otu3118	1.79843878822146	1.5327188331195	0.984033413024619	1.55758820059615	0.119330897548497	0.359669116493554	57548.3702877186	0.00312509073537616	100	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	NA
Otu4059	1.0533667476461	1.53218171662887	1.24364638301082	1.23200753651494	0.217946268868155	NA	57548.3702877186	0.00183040239433313	100	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	NA
Otu1708	2.39767972153729	1.53194196173346	0.864391727073529	1.77227744522727	0.0763485133662171	0.28419951347677	57548.3702877186	0.0041663729303712	100	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6	NA
Otu3553	1.08704577751156	1.52896329333273	1.18688687609265	1.28821316010017	0.197671772178766	NA	57548.3702877186	0.00188892538933208	100	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured proteobacterium
Otu3676	1.02703004510873	1.52715014658923	1.26041303413211	1.21162674871954	0.225655290581224	NA	57548.3702877186	0.00178463793148962	100	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	NA
Otu335	20.4936586425335	1.52475285201267	0.648667555834952	2.35059213043273	NA	NA	57548.3702877186	0.0356111885359629	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata
Otu5284	0.947161848694981	1.52403305955432	1.28746502521529	1.18374715406306	0.236513166922149	NA	57548.3702877186	0.00164585346893327	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira
Otu2049	1.25398781736135	1.52190382806898	1.17775629380338	1.29220606680371	0.196285791267187	NA	57548.3702877186	0.00217901534151517	100	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	uncultured
